Symbol,Company Name,Market Capitalization,Sector,Industry,Dividend Yield,Beta
ALXXF,AVANTE LOGIXX INC,24370800.00,Consumer Discretionary,Diversified Consumer Services,--,+1.8
ALYE,Aly Energy Services Inc,2096750.00,Energy,Energy Equipment & Services,--,+0.9
ALYI,"Alternet Systems, Inc.",6525370.00,Information Technology,IT Services,--,+1.9
AMAL,Amalgamated Bank,420106500.00,Financials,Banks,2.37%,--
AMAR,Amarillo Biosciences Inc,8305740.00,Health Care,Biotechnology,--,-0.3
AMAZ,Amazing Energy Oil and Gas Co,392400.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.9
AMBC,"Ambac Financial Group, Inc.",797534690.00,Financials,Insurance,--,+1.4
AMBK,American Bank Inc. (PA),67764000.00,Financials,Banks,4.00%,-0.1
AMBO,Ambow Education Holding Ltd (ADR),55483850.00,Consumer Discretionary,Diversified Consumer Services,--,--
AMBS,Amarantus Bioscience Holdings Inc,1536940.00,Health Care,Biotechnology,--,+1.0
AMBZ,American Business Bank,244696140.00,Financials,Banks,--,+1.1
AMC,AMC Entertainment Holdings Inc,553697820.00,Communication Services,Entertainment,--,+2.6
AMCF,Andatee China Marine Fuel Ser Corp,137020.00,Energy,"Oil, Gas & Consumable Fuels",--,+4.4
AMCI,AMCI Acquisition Corp,287767040.00,,,--,--
AMCT,American Education Center Inc,9774490.00,,,--,+0.7
AMCY,ACS Global Inc,2000.00,,,--,--
AMDHF,CARDIEX LTD ORD,4188510.00,,,--,+2.0
AMEH,Apollo Medical Holdings Inc,973803370.00,Health Care,Health Care Providers & Services,--,+0.5
AMEN,"AMEN Properties, Inc",21200000.00,Energy,"Oil, Gas & Consumable Fuels",7.06%,+0.7
AMFC,AMB Financial Corp.,14239000.00,Financials,Banks,--,+0.2
AMFL,American Films Inc,294150.00,,,--,-4.9
AMGY,"American Metal & Technology, Inc.",32430.00,Industrials,Machinery,--,-4.3
AMHC,Amplitude Healthcare Acquisition Corp,125000000.00,,,--,--
AMHD,HLK Biotec Holding Group Inc,74460.00,,,--,--
AMHG,Amergent Hospitality Group Inc,7427160.00,,,--,--
AMIH,American International Holdings Corp,7374020.00,,,--,--
AMIN,"American International Industries, Inc.",157480.00,Industrials,Industrial Conglomerates,--,+1.1
AMIQF,ASHANTI SANKOFA INC,935090.00,Materials,Metals & Mining,--,+1.2
AMLM,American Lithium Minerals Inc,1964710.00,Materials,Metals & Mining,--,+2.3
AMMCF,AMUR MINERALS CORPORATION SHS,55194880.00,,,--,-0.3
AMMJ,American Cannabis Company Inc,5672380.00,,,--,+1.0
AMNB,American National BankShares Inc,297423810.00,Financials,Banks,3.97%,+1.1
AMNF,Armanino Foods Of Distinction Inc.,78561700.00,Consumer Staples,Food Products,2.85%,+0.4
AMNL,Applied Minerals Inc,2283310.00,Materials,Metals & Mining,--,+0.5
AMNP,American Sierra Gold Corp.,5264730.00,Materials,Metals & Mining,--,+1.7
AMOT,"Allied Motion Technologies, Inc.",472287200.00,Industrials,Electrical Equipment,0.25%,+1.8
AMOV,AMERICA MOVIL SA DE CV,375552000.00,Communication Services,Wireless Telecommunication Services,3.87%,+0.7
AMOVF,AMERICA MOVIL SA DE CV MEXICO ORD CL A,363185210.00,,,2.63%,+0.8
AMPE,Ampio Pharmaceuticals Inc,218920070.00,Health Care,Pharmaceuticals,--,+1.7
AMPG,Amplitech Group Inc,11762290.00,,,--,+1.5
AMPH,Amphastar Pharmaceuticals Inc,904001120.00,Health Care,Pharmaceuticals,--,+0.8
AMPY,Amplify Energy Corp,61669230.00,Energy,"Oil, Gas & Consumable Fuels",--,+4.4
AMRA,"American Racing Capital, Inc.",3130.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
AMRB,American River Bankshares,67722890.00,Financials,Banks,2.44%,+0.7
AMRH,Ameri Holdings Inc,11687520.00,Information Technology,IT Services,--,+1.9
AMRK,A-Mark Precious Metals Inc,210573000.00,Financials,Diversified Financial Services,--,-0.4
AMRR,American Metals Recovery and Recyclg Inc,3234300.00,,,--,--
AMRS,Amyris Inc,775043640.00,Materials,Chemicals,--,+0.8
AMRU,Amaru Inc.,3301030.00,Communication Services,Entertainment,--,--
AMS,American Shared Hospital Services,11522000.00,Health Care,Health Care Providers & Services,--,+1.3
AMSC,American Superconductor Corporation,534946140.00,Industrials,Electrical Equipment,--,+1.2
AMST,Amesite Inc,96484500.00,,,--,--
AMSU,Amanasu Environment Corporation,1543540.00,,,--,--
AMSWA,"American Software, Inc.",541905180.00,Information Technology,Software,2.68%,+0.5
AMTA,Amistar Corporation,0.00,,,--,--
AMTB,Amerant Bancorp Inc,461744000.00,Financials,Banks,--,--
AMTBB,AMERANT BANCORP INC,158900560.00,Financials,Banks,--,--
AMTCQ,Ameritrans Capital Corp,22410.00,Financials,Capital Markets,--,+0.0
AMTX,Aemetis Inc,50940360.00,Energy,"Oil, Gas & Consumable Fuels",--,+0.1
AMTY,Amerityre Corp,2596400.00,Consumer Discretionary,Auto Components,--,-0.0
AMXEF,AMEX EXPLORATION INC,192622640.00,Materials,Metals & Mining,--,+2.5
AMXX,"Reconditioned Systems, Inc.",6698300.00,,,--,--
ANAB,AnaptysBio Inc,631191840.00,Health Care,Biotechnology,--,+0.2
ANAV,Alpha Network Alliance Ventures Inc,10943680.00,Communication Services,Interactive Media & Services,--,+1.6
ANCN,Anchiano Therapeutics Ltd - ADR,64181270.00,Health Care,Biotechnology,--,--
ANCSQ,American Consumers Inc,370.00,Consumer Staples,Food & Staples Retailing,--,--
ANDA,Andina Acquisition Corp III,98797600.00,,,--,--
ANDAU,ANDINA ACQ CORP III,152706050.00,,,--,--
ANDE,Andersons Inc,762781140.00,Consumer Staples,Food & Staples Retailing,2.97%,+0.7
ANDR,Andrea Electronics Corporation,1736680.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+0.4
ANFC,Black Ridge Oil & Gas Inc,15092000.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.8
ANFIF,Amira Nature Foods Ltd,3553600.00,Consumer Staples,Food Products,--,+2.4
ANGBF,ANGLO BOMARC MINES LTD,6450.00,Materials,Metals & Mining,--,--
ANGCF,ANGEL GOLD CORP,1000630.00,Materials,Metals & Mining,--,+0.9
ANGGF,ANGANG STEEL CO LTD ORD CL H,423462000.00,,,--,+0.4
ANGO,"AngioDynamics, Inc.",559427220.00,Health Care,Health Care Equipment & Supplies,--,+0.9
ANGUF,CANADA ONE MINING CORP,743520.00,Materials,Metals & Mining,--,+3.0
ANH,Anworth Mortgage Asset Corporation,253547980.00,Financials,Mortgage Real Estate Investment Trusts (REITs),7.84%,+2.0
ANIK,Anika Therapeutics Inc,542302250.00,Health Care,Biotechnology,--,+1.1
ANIP,ANI Pharmaceuticals Inc,368639140.00,Health Care,Pharmaceuticals,--,+1.4
ANIX,Anixa Biosciences Inc,78265810.00,Health Care,Biotechnology,--,+1.6
ANKOF,ANGKOR RESOURCE CORP,8020060.00,Materials,Metals & Mining,--,+0.6
ANLBF,ATON RESOURCES INC,7945990.00,Materials,Metals & Mining,--,+0.1
ANMP,Anacomp Inc,1881390.00,,,--,--
ANNX,Annexon Inc,932772310.00,,,--,--
ANPC,AnPac Bio-Medical Science Co Ltd - ADR,51356590.00,,,--,--
ANPFF,Anpulo Food Inc,2764440.00,Consumer Staples,Food Products,--,--
ANSU,Amanasu Techno Holdings Corp,1408680.00,,,--,+1.9
ANTE,Airnet Technology Inc(ADR),15619540.00,Communication Services,Media,--,+1.0
ANTH,Anthera Pharmaceuticals Inc,431950.00,Health Care,Biotechnology,--,+2.1
ANTI,Antigenics Inc,120000.00,,,--,--
ANVS,Annovis Bio Inc,41007400.00,Health Care,Biotechnology,--,--
ANVV,Anvia Holdings Corp,12820.00,Consumer Discretionary,Diversified Consumer Services,--,--
ANXGF,ANACONDA MINING INC,66790710.00,Materials,Metals & Mining,--,+1.9
ANY,Sphere 3D Corp,11879170.00,Information Technology,Software,--,+1.9
AOBI,"American Oriental Bioengineering, Inc.",1310.00,Consumer Staples,Personal Products,--,--
AOCIF,AUTOCANADA INC,640092600.00,Consumer Discretionary,Specialty Retail,--,+2.8
AOD,Aberdeen Total Dynamic Dividend Fund,924102710.00,,,7.86%,+1.2
AOGC,Australian Oil & Gas Corp,133520.00,Energy,"Oil, Gas & Consumable Fuels",--,-1.1
AOIX,American Oil & Gas Inc,0.00,,,--,--
AOLS,"Aeolus Pharmaceuticals, Inc.",337630.00,Health Care,Pharmaceuticals,--,+2.3
AOMOY,MOSENERGO PJSC,953984400.00,Utilities,Electric Utilities,7.00%,--
AONE,one,278693750.00,,,--,--
AOREF,American Overseas Group Ltd,707460000.00,Financials,Insurance,--,+0.3
AOSL,Alpha and Omega Semiconductor Ltd,681364360.00,Information Technology,Semiconductors & Semiconductor Equipment,--,+2.6
AOTOF,ANOTO GROUP AB SHS,14182800.00,,,--,+0.5
AOUT,American Outdoor Brands Inc,194028900.00,,,--,--
AOXG,Aoxing Pharmaceutical Company Inc,493830.00,Health Care,Pharmaceuticals,--,+3.2
AOXY,"Advanced Oxygen Technologies, Inc.",559810.00,Real Estate,Real Estate Management & Development,--,-2.5
AOZOF,AOZORA BK LTD SHS,411645720.00,,,--,+1.0
AP,Ampco-Pittsburgh Corp,111703200.00,Materials,Metals & Mining,--,+1.1
APCDF,A CAP ENERGY LTD ORD SHS,34875400.00,,,--,+0.7
APCX,AppTech Corp,70257600.00,Information Technology,IT Services,--,+0.2
APDN,Applied DNA Sciences Inc,33680480.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+1.5
APEI,"American Public Education, Inc.",482773400.00,Consumer Discretionary,Diversified Consumer Services,--,+0.8
APEN,Apollo Endosurgery Inc,97979200.00,Health Care,Health Care Equipment & Supplies,--,+2.2
APEX,Apex Global Brands Inc,1869160.00,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",--,+1.1
APGI,American Power Group Corp,707030.00,Industrials,Commercial Services & Supplies,--,+1.2
APGMF,APPLIED GRAPHENE MATLS PLC ORD GBP0.02,27386900.00,,,--,+1.5
APHE,Alpha Energy Inc,53265200.00,Energy,"Oil, Gas & Consumable Fuels",--,--
APLD,Applied Science Products Inc,205740.00,Industrials,Machinery,--,+1.6
APLT,Applied Therapeutics Inc,487652280.00,Health Care,Biotechnology,--,--
APM,Aptorum Group Ltd,93458170.00,Health Care,Biotechnology,--,--
APMCF,MORIEN RESOURCES CORP,7775480.00,Materials,Metals & Mining,--,+2.6
APMFF,EAGLE GRAPHITE INC,1197830.00,Materials,Metals & Mining,--,+2.5
APOG,Apogee Enterprises Inc,755431180.00,Industrials,Building Products,2.57%,+1.2
APOP,Cellect Biotechnology Ltd - ADR,9459780.00,Health Care,Life Sciences Tools & Services,--,+2.1
APPB,Applied Biosciences Corp,1614400.00,Health Care,Pharmaceuticals,--,-3.4
APPZ,Monster Arts Inc,83870.00,Information Technology,Software,--,--
APRAF,GOLDSTRIKE RESOURCES LTD,2256480.00,Materials,Metals & Mining,--,+0.5
APRE,Aprea Therapeutics Inc,593236000.00,Health Care,Biotechnology,--,--
APRN,"Blue Apron Holdings, Inc.",122740840.00,Consumer Discretionary,Internet & Direct Marketing Retail,--,-3.2
APRO,Allegiant Professional Business SrvcsInc,335100.00,,,--,--
APSI,Aqua Power Systems Inc,3135000.00,,,--,+8.1
APT,"Alpha Pro Tech, Ltd.",166316920.00,Industrials,Building Products,--,-1.2
APTCF,ADVANCED PROTEOME THERAPETCS,2962400.00,Health Care,Biotechnology,--,+0.2
APTO,Aptose Biosciences Inc,366111440.00,Health Care,Biotechnology,--,+1.1
APTS,Preferred Apartment Communities Inc.,407192160.00,Real Estate,Equity Real Estate Investment Trusts (REITs),8.44%,+1.1
APTX,Aptinyx Inc,233861130.00,Health Care,Biotechnology,--,--
APTY,APT Systems Inc,349980.00,Information Technology,Software,--,+4.2
APVO,Aptevo Therapeutics Inc,175105520.00,Health Care,Biotechnology,--,+7.6
APVS,"Applied Visual Sciences, Inc.",215460.00,Information Technology,Software,--,+0.1
APWC,Asia Pacific Wire & Cable CorporationLtd,29022000.00,Industrials,Electrical Equipment,--,+1.3
APXT,Apex Technology Acquisition Corp,665280800.00,,,--,--
APYI,Aspyra Inc,13600.00,Health Care,Health Care Technology,--,--
APYP,AppYea Inc,3225680.00,,,--,--
APYX,Apyx Medical Corp,273127190.00,Health Care,Health Care Equipment & Supplies,--,+0.7
AQB,Aquabounty Technologies Inc,319447900.00,Health Care,Biotechnology,--,+1.2
AQBN,Diamond Energy Partners Inc,30.00,,,--,--
AQFD,Click To Raffle.Com Inc,30.00,,,--,--
AQIS,"Aquis Communications Group, Inc.",17960.00,,,--,--
AQMS,Aqua Metals Inc,69128880.00,Industrials,Commercial Services & Supplies,--,+1.6
AQQSQ,"American Spectrum Realty, Inc.",740.00,Real Estate,Real Estate Management & Development,--,--
AQSP,Acquired Sales Corp.,25291500.00,,,--,-1.2
AQST,Aquestive Therapeutics Inc,262572200.00,Health Care,Pharmaceuticals,--,--
ARA,American Renal Associates Holdings Inc,393861790.00,Health Care,Health Care Providers & Services,--,+1.1
ARAO,AuraSource Inc,13335100.00,Industrials,Commercial Services & Supplies,--,+2.4
ARAT,Arax Holdings Corp,4702430.00,,,--,--
ARAV,Aravive Inc,98613310.00,Health Care,Biotechnology,--,+3.2
ARAY,Accuray Incorporated,397954640.00,Health Care,Health Care Equipment & Supplies,--,+2.1
ARBI,Arbios Systems Inc,395000.00,,,--,--
ARBU,American Business Corporation,6990.00,,,--,--
ARC,ARC Document Solutions Inc,56363950.00,Industrials,Commercial Services & Supplies,--,+1.6
ARCH,Arch Resources Inc,690476000.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.1
ARCS,Arcis Resources Corp,10271410.00,Consumer Discretionary,Internet & Direct Marketing Retail,--,+1.0
ARCUF,ARCUS DEV GROUP INC COM,1175680.00,,,--,+1.8
ARCW,ARC Group WorldWide Inc,12389810.00,Industrials,Machinery,--,+1.4
ARCXF,ARCELORMITTAL SOUTH AFRICA SHS,21870200.00,,,--,+1.6
ARDC,Ares Dynamic Credit Allocation Fund Inc,316570720.00,,,8.46%,+0.7
ARDS,Aridis Pharmaceuticals Inc,66536260.00,Health Care,Biotechnology,--,--
ARDX,Ardelyx Inc,526145840.00,Health Care,Biotechnology,--,+2.0
AREB,American Rebel Holdings Inc,7666670.00,,,--,--
AREC,American Resources Corp,64792080.00,Energy,"Oil, Gas & Consumable Fuels",--,--
ARET,Arete Industries Inc,454930.00,Energy,"Oil, Gas & Consumable Fuels",--,-0.2
AREXQ,Approach Resources Inc.,655410.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.8
ARFXF,PROMIS NEUROSCIENCES INC,21034470.00,Health Care,Biotechnology,--,+0.4
ARGC,Arion Group Corp,11445000.00,,,--,--
ARGL,"Argyle Security, Inc.",142180.00,Information Technology,"Electronic Equipment, Instruments & Components",--,--
ARGQ,Argentum 47 Inc,1122880.00,,,--,+0.3
ARHN,Archon Corporation,69516000.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,+0.1
ARINA,Arista Investors Corp.,706750.00,,,--,--
ARIZF,AFFINITY METALS CORP,6561130.00,Materials,Metals & Mining,--,+1.4
ARKR,Ark Restaurants Corp,51129200.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,+1.3
ARL,"American Realty Investors, Inc.",175327120.00,Real Estate,Real Estate Management & Development,--,+1.2
ARLO,Arlo Technologies Inc,602261940.00,Information Technology,"Electronic Equipment, Instruments & Components",--,--
ARLP,"Alliance Resource Partners, L.P.",675405450.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.9
ARMC,Asiarim Corporation,67930500.00,,,--,--
ARME,Armor Electric Inc.,4520.00,,,--,--
ARMP,Armata Pharmaceuticals Inc,57041100.00,Health Care,Biotechnology,--,+1.8
ARNI,Arno Therapeutics Inc,167790.00,Health Care,Biotechnology,--,+1.9
AROSF,AURORA SPINE CORP,11164060.00,Health Care,Health Care Equipment & Supplies,--,+0.7
AROW,Arrow Financial Corporation,473950240.00,Financials,Banks,3.41%,+0.6
ARPC,Arem Pacific Corp,36902550.00,Consumer Discretionary,Diversified Consumer Services,--,-0.9
ARPO,Aerpio Pharmaceuticals Inc,99123650.00,Health Care,Pharmaceuticals,--,+2.1
ARR,"ARMOUR Residential REIT, Inc.",714379700.00,Financials,Mortgage Real Estate Investment Trusts (REITs),10.83%,+1.1
ARRAF,Arria NLG UK Ltd,30920250.00,,,--,--
ARRT,Artisan Consumer Goods Inc,220000.00,Consumer Staples,Food Products,--,--
ARRXF,ARCHER EXPLORATION LTD ORD SHS,98928280.00,,,--,+2.3
ARSC,Bitcoin Crypto Currency Exchange Corp,7078800.00,Information Technology,Software,--,--
ARSEF,ALTAI RESOURCES INC,3306010.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.6
ARSN,Aureus Inc,504880.00,,,--,+6.3
ARST,Arista Financial Corp,5610.00,,,--,+6.9
ARTD,Peer Media Technologies Inc,0.00,Communication Services,Interactive Media & Services,--,--
ARTH,Arch Therapeutics Inc,29921970.00,Health Care,Health Care Equipment & Supplies,--,+0.1
ARTL,Artelo Biosciences Inc,9845470.00,Health Care,Pharmaceuticals,--,--
ARTM,American Nortel Communications Inc,614060.00,,,--,+0.2
ARTNA,Artesian Resources Corporation,335269800.00,Utilities,Water Utilities,2.62%,+0.0
ARTNB,ARTESIAN RESOURCES  -CL A,33037500.00,Utilities,Water Utilities,2.74%,+0.0
ARTR,Airtrona International Inc,495450.00,,,--,+2.6
ARTW,Arts-Way Manufacturing Co. Inc.,10733860.00,Industrials,Machinery,--,+0.4
ARTZF,ARTNET AG NAMEN AKT,46019910.00,,,--,+1.3
ARUXF,ACRUX LTD SHS,17802810.00,,,--,+1.2
ARVY,Alliance Recovery Corp.,429900.00,,,--,--
ARWD,Arrow Resources Development Inc.,690790.00,Industrials,Commercial Services & Supplies,--,+2.7
ARXRF,INFINITE ORE CORP,5702040.00,Materials,Metals & Mining,--,+1.6
ARYA,ARYA Sciences Acquisition III Corp,204980480.00,,,--,--
ARYC,Arrayit Corp,603600.00,Health Care,Life Sciences Tools & Services,--,-0.5
ARYMF,ARGOSY MINERALS LTD SHS,65248130.00,,,--,+1.9
ARYX,"ARYx Therapeutics, Inc.",150580.00,Health Care,Pharmaceuticals,--,-0.5
ARZTF,ARYZTA AG NAMEN AKT,693786800.00,,,--,+2.7
ASA,ASA Gold and Precious Metals Ltd,404216160.00,,,0.10%,+0.8
ASAM,Assuranceamerica Corp,3636050.00,Financials,Insurance,--,--
ASAQ,Atlantic Avenue Acquisition Corp,308437500.00,,,--,--
ASASF,ASIA STANDARD INTL GROUP LTD SHS,131978200.00,,,--,+1.0
ASAV,ASI Aviation Inc,77207840.00,,,--,--
ASC,Ardmore Shipping Corp,118827450.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.2
ASCBQ,"Ascendia Brands, Inc.",4200.00,Consumer Staples,Personal Products,--,--
ASCC,Dynamic Brands Inc,48550.00,Consumer Staples,Beverages,--,+1.2
ASCJF,AMERICAN SHIPPING COMPANY ASA SHS,193368230.00,,,11.29%,+1.0
ASCK,Auscrete Corp,350090.00,,,--,+0.8
ASCS,American Crystal Sugar Co,10125000.00,,,--,--
ASDN,Astro Aerospace Ltd,3349440.00,Industrials,Aerospace & Defense,--,+0.9
ASDZF,ARCTIC STAR EXPLORATION CP,2046270.00,Materials,Metals & Mining,--,+2.0
ASFJ,VirtualFund.com Inc,2290.00,,,--,--
ASFT,Appsoft Technologies Inc,4145000.00,,,--,--
ASFX,American Scientific Resources Inc,30730.00,,,--,+3.9
ASG,Liberty All-Star Growth Fund Inc.,326889700.00,,,7.04%,+1.4
ASGXF,Asia Global Crossing Ltd.,102750.00,,,--,+5.6
ASHXF,PROGRESSIVE PLANET SOLUTIONS I COM,1391460.00,,,--,+1.9
ASIX,AdvanSix Inc,570057320.00,Materials,Chemicals,--,+1.8
ASKDF,First Energy Metals Ltd,4538900.00,Materials,Metals & Mining,--,+2.0
ASKH,Astika Holdings Inc,1255380.00,,,--,-0.3
ASLN,Aslan Pharmaceuticals Ltd (ADR),66343500.00,Health Care,Biotechnology,--,--
ASM,Avino Silver & Gold Mines Ltd,83039420.00,Materials,Metals & Mining,--,+1.1
ASMB,Assembly Biosciences Inc,204075960.00,Health Care,Biotechnology,--,+0.6
ASNAQ,Ascena Retail Group Inc,2017400.00,Consumer Discretionary,Specialty Retail,--,+1.5
ASNB,Ekimas Corp,652850.00,Health Care,Health Care Equipment & Supplies,--,+2.0
ASNCF,A SONIC AEROSPACE LTD SHS,15204540.00,,,2.82%,+1.0
ASNT,Arias Intel Corp,50710.00,,,--,+1.6
ASPD,Aspen Digital Inc,2144000.00,,,--,--
ASPN,Aspen Aerogels Inc,408393600.00,Energy,Energy Equipment & Services,--,+1.7
ASPR,"Adsouth Partners, Inc.",980.00,Communication Services,Media,--,--
ASPS,Altisource Portfolio Solutions S.A.,221917000.00,Real Estate,Real Estate Management & Development,--,+1.4
ASPT,Aladdin Separation Technologies Inc,5530750.00,,,--,-7.4
ASPU,Aspen Group Inc,265364100.00,Consumer Discretionary,Diversified Consumer Services,--,+0.8
ASPXF,ASPIRE MINING LTD SHS NEW,10152740.00,,,--,+0.4
ASRE,Astra Energy Inc,24120.00,Consumer Staples,Food Products,--,--
ASRT,Assertio Holdings Inc,47826820.00,Health Care,Pharmaceuticals,--,+1.7
ASRV,"AmeriServ Financial, Inc.",55310400.00,Financials,Banks,3.10%,+0.9
ASSF,Assisted 4 Living Inc,28300000.00,,,--,--
ASTC,Astrotech Corp,34703460.00,Industrials,Aerospace & Defense,--,-0.8
ASTI,"Ascent Solar Technologies, Inc.",10467910.00,Information Technology,Semiconductors & Semiconductor Equipment,--,+1.2
ASTO,Astro Communications Inc.,7964000.00,,,--,--
ASUR,Asure Software Inc,114689470.00,Information Technology,Software,--,+1.1
ASWRF,Gungnir Resources Inc,4802340.00,Materials,Metals & Mining,--,+1.5
ASYS,"Amtech Systems, Inc.",90003200.00,Information Technology,Semiconductors & Semiconductor Equipment,--,+1.7
ASZP,JV Group Inc,3015840.00,,,--,--
AT,Atlantic Power Corp,181122690.00,Utilities,Independent Power & Renewable Electricity Producers,--,+0.4
ATAO,Altair International Corp,155888800.00,,,--,--
ATAR,Monstero Holdings Corp,20650.00,Consumer Discretionary,Auto Components,--,-9.0
ATAX,America First Multifamily Investors LP,244904530.00,Financials,Thrifts & Mortgage Finance,5.96%,+0.6
ATBYF,ABITIBI ROYALTIES INC,245652580.00,Materials,Metals & Mining,0.72%,+0.9
ATCC,Ameritrust Corp,10707200.00,,,--,-1.0
ATCMF,ATICO MINING CORP,54339020.00,Materials,Metals & Mining,--,+2.7
ATCV,ATC Venture Group Inc,15640.00,Materials,Metals & Mining,--,+4.4
ATCX,Atlas Technical Consultants Inc,263594520.00,,,--,--
ATEC,Alphatec Holdings Inc,930120500.00,Health Care,Health Care Equipment & Supplies,--,+1.5
ATEN,A10 Networks Inc,599089480.00,Information Technology,Software,--,+0.9
ATEX,Anterix Inc,521351000.00,Communication Services,Diversified Telecommunication Services,--,+0.4
ATGN,"AltiGen Communications, Inc.",57475000.00,Information Technology,Communications Equipment,--,+1.3
ATHA,Athira Pharma Inc,875470750.00,,,--,--
ATHC,Accelerated Technologies Holding Corp,779400.00,,,--,-0.6
ATHE,Alterity Therapeutics Ltd (ADR),25241940.00,Health Care,Biotechnology,--,+1.7
ATHI,American Transportation Holdings Inc,0.00,Communication Services,Entertainment,--,--
ATHX,Athersys Inc,388480500.00,Health Care,Biotechnology,--,-1.5
ATIF,ATIF Holdings Ltd,36591000.00,Industrials,Professional Services,--,--
ATIXF,ANALYTIXINSIGHT INC,50507180.00,Information Technology,Software,--,+2.2
ATLC,Atlanticus Holdings Corp,315887980.00,Financials,Consumer Finance,--,+0.9
